review_text_processed,polarity
"nao recebi meu pedido, nao retornaram os emails que enviei pedindo informacoes de entrega. pela falta de compromisso e pelo desrespeito ao cliente(consumidor) realizei o cancelamento.",0
busquei no deposito dos correios,0
agradeco a atencao e o cuidado com minha compra. produto muito bem embalado.,1
lindo edredom,1
"entrega super rapida ,produto de boa qualidade",1
entregou antes do prazo. adorei.,1
excelente atendimento obrigado!,1
recebi o produto bem embalado e no prazo. muito obrigada,1
"como sempre, excelente servico.",1
muito bom,1
achei lindo o espelho recomendo a loja pois chegou antes do prazo,1
excelente,1
chegou antes do previsto,1
"todo o processo foi de primeira, parabens.",1
"com relacao a essa compra, nao estava descriminado que tipo de produto era. nao sabia que era cartucho de tinta recarregado. faltou vir um dos cartuchos. pedi preto e ciano. na entrega so veio o pret",0
otimo produto,1
"muito bom bem especificado na descricao, produto chegou no prazo sem defeito, so nao chegou antes por demora da agencia dos correios. parabens.",1
nao recebi os produtos nem a nota fiscal. alem de nao conseguir atendimento por telefone.,0
esperava maior um pouco,1
muito fraquinha essas toalhas...nao gostei nao recomendo....,0
"muito bom recomendo e economica boa de usar na pia, minha esposa gostou da torneira.",1
a qualidade do produto deixou muito a desejar,0
muito bem atendido,1
.,1
"fiz o pedido de devolucao dos produtos, estou aguardando ate hj dia 21.05.2018 o e-mail informando como proceder na devolucao e nao fui informada de nada.",0
excelente loja.,1
foi o que esperava,1
entregou bem antes do prazo.,1
responsabilidade cem por cento.,1
"entrega rapida, relogio lindo e em perfeito estado. produto tambem veio muito bem embalado. parabens a lannister.",1
"pra quem nao se adapta a pelicula de vidro a pelicula de vidro, essa e uma boa opcao.",1
comprei um controle sony rm-yd047 e recebi um controle kdl40 w-1004,0
o produto precisa ser melhor vedado para evitar vazamentos.mas de resto a experiencia de compra foi otima.,1
muito bom,1
recebi somente o toner da cor ciano - toner hp 311a ce311a cyan original serie 126a o amarelo nao recebi,0
"vendedor amavel, entrega antes do prazo.otimo muito obrigada",1
quero saber se vao entregar o produto ou nao. faz mais de 1 mes que eu comprei.,0
muito bom!,1
"produto bem acabado e de boa qualidade, recomendo",1
adorei meu produto.,1
"houve problema na entrega (correios), o qual foi solucionado, sem que excedesse o prazo previsto.",1
excelente,1
otimo,1
tudo ok,1
regular,0
excelente.,1
"produto chegou no prazo, em perfeito estado. recomendo!",1
nao recebi o produto,0
produto entregue nao foi o mesmo do anuncio. embalagem diferente e bebida tambem. o que esta no anuncio tinha a garrafa de green label. e o que foi enviado tem a garrafa johnny walker platinum.,0
recebi bem antes do prazo um produto de qualidade e ben entregue.,1
nao recebi os buchinhos so veio a nota fiscal em um carta,0
"o produto e muito bom, de qualidade, mas me decepcionei com o tamanho.",1
recomendo,1
"atraso na entrega da mercadoria,nao cumpre prazo determinado.",0
"muito lindo e combina perfeito com meu sofa,adorei,eu recomendo esse produto porque a calidade e perfeita e ademais e muito bonito,com combinacoes de cores muito lindas,fico lindo em mi sala,eu amei..",1
a grelha nao foi entregue. recebi apenas os espetos. comprei estes produtos pra usar no natal e estou super decepcionado. uma empresa como a lojas lannister deixar minha compra vir pela metade.,0
comprei tapetes para meu carro e chegou uma capa para pneu do crossfox... e ate agora nao tive nenhuma resposta do vendedor,0
"minha opiniao, como consumidora esperando o produto, para uso de trabalho, a resposta foi nenhuma dos correios quando entrei com o protocolo dos senhores nao havia entreg, depois area de risco simples",0
"comprei o pendrive com usb 3.0 16gb, porem veio uma versao 2.0. tentei realizar a troca do mesmo atraves do site lannister.com, mas nao tive exito ate agora.pode ser problema da targaryen ou lannister",0
comprei duas unidades e so recibi uma.,0
"sou cliente ha anos, porem sempre ha divergencias e problemas na entrega, consta como produto entregue, porem foi entregue apenas 1 produto, aguardo solucao!",0
produto recebido de acordo com o anuncio.,1
adorei,1
preciso de informacaoes sobre o pedido que nao chegou ainda,0
"comprei 02 unidades desta luminaria e foi entregue somente 01 ate o momento, mais o statos da entrega fala que ja foi entregue, esta e minha primeira postagem. informando o fato. decepcao total.",0
produto excelente,1
produto bom,1
chegou dentro do prazo.,1
gostei muito veio do jeito que estava no site a entrega foi efetuada com sucesso agradeco a loja americana e sua parceira.,1
nota 1000,1
ainda nao usei o produto mas tudo foi certinho,1
nao estou entendendo o motivo que nao foi entregue.. nao estou satisfeita!! espero que,0
"realizei uma compra desse pendente e quando chegou em casa decidi comprar mais um para fazer a composicao na mesa de jantar! amei, so fiquei chateada de ter que pagar o frete 2 vezes!",1
super recomendo,1
legal,1
"produto entregue conforme compra, dentro do prazo, e muito bem embalado.",1
"recebi o produto,antes do prazo, tudo certinho como eu esperava. super recomendo.",1
"prazo, produto e entrega, todo ok.",1
o produto nao foi entregue,0
"demora excessiva para entregar a mercadoria, quase trinta dias",0
entregou antes do prazo,1
"panos de pratos lindos com otima qualidade acabamento ,mas e importante avisar que nao sao as 10 da foto que vem...vem 10 mas de modelos e cores aleatorias.",1
falta de respeito resumi meus sentimentos em relacao a vcs,0
"fiz a compra dia 06/08 /2018 nao no dia 16/08, era pra ter cido do entregue dia 15/08 . estou apressada pelo produto pois ja estou prestes a dar a luz. estou na espera.",0
satisfeita com produto e entrega! agradeco e recomendo!,1
"otimo produto e tempo de entrega, apenas uma ressalva que o saco do correio estava com rasgo.",1
"o material poderia ser melhor, fa esta desfiando 😔😏",1
"o produto nao estava disponibilizado. penso que as lojas lannister acabem perdendo clientes com isto, como eu!",0
"gostei do produto, gostei como ele chegou, por ser fragil, veio muito embalado",1
o produto chegou antes do prazo e e identico a descricao feita no anuncio... sem contar que estava com o menor preco anunciado na internet na epoca que comprei.,1
recomendo otimo produto,1
tudo correto certinho,1
a cortina nao e o modelo que pedi. |,0
produto chegou com um dia de atraso mais atendeu perfeitamente minhas espectativas.,1
recebi o produto no prazo e em perfeitas condicoes. meu sobrinho gostou muito! recomendo.,1
excelente...tudo!!!!,1
semprei pelo shop time. a impressao quando visualizamos o item no site a impressao que e tecido e nao vinil.,0
"simplesmente, comprei 2 cadeiras e so recebi 1, um absurdo!!!!!! estou esperando a outra!!!!!",0
vc paga um frete caro e nao entregam na sua casa.,0
"chegou antes do prazo, tudo certinho. gostei.",1
"infelizmente, o produto veio errado. pedi chocolate e veio chocolate amargo. mas o produto e excelente.",0
"livro maravilhoso,muito aprendizado, a entrega veio antes do prazo previsto!",1
o produto so nao chegou bem antes porque correio estava em greve. mais gostei da compra!!!!,1
essa mensagem chegou e o produto nao,0
"amei o produto, chegou antes da data prevista para entrega, super amei, super recomendo",1
muita demora na entrega pelos correios.,1
a minha e que essa loja e otima e eu recomendo a qualquer pessoa obrigado.,1
"chegou antes do prazo, muito boa compra!",1
"produto entregue antes do prazo, original e bem embalado! estou apaixonada pelo meu relogio novo!",1
melhor loja para se comprar produtos. .entrega rapida,1
"o investimento nao e caro pelo beneficio,",1
sempre compro pela loja lannister . sempre chega antes .,1
produto entregue antes do prazo,1
estou muito satisfeito gostei do produto recomendo a lojas americanos vou continuar acompra com voce,1
nao tenho mas interesse,0
nao tem como avaliar o produto se ainda nao recebi,0
"a loja e muito boa,mas as vezes os pedidos veem erado",1
chegou muito rapido. obrigado,1
"adorei as bolsas, lindas!",1
prazo de entrega absurdo aguardei pacientemente o prazo e a entrega nao ocorreu quero a devolucao do valor pago pelo produto e o valor pago a titulo de frete tambem. nao recomendo alias desaconselho,0
nao recebi o produto que eu comprei,0
so problema e que nao avisa que e preciso ter um cartucho,1
nao recebi a encomenda.,0
deu tudo certo!,1
a empresa nao entregou meu produto. esperou passar 20 dias para avisar que nao tinha pecas disponiveis para venda. tenho mais de uma semana aguardando estornarem a compra no cartao.,0
"super recomendo, todas as compras chegam direitinho do jeito que encomendei e antes do prazo,",1
entregou direitinho e antes do prazo,1
"produto absolutamente bem embalado e na caixa. pelo preco achei q seria uma replica, mas nao e. levei em uma relojoaria e o profissional me assegurou ser uma peca original como as q ele msm fornece.",1
"o baratheon e excelente, a entrega e rapida, mais os parceiros demora entregar os produtos, favor me informar quando a minha compra for por parceiros que vao se responsabilizar pele entra.",0
esperando a entrega,0
"chegou antes do prazo, eu recomendo",1
otimo vendedor.,1
cumpriram com o prometido,1
vlw,1
sempre compro pelo baratheon e satisfacao na certa,1
estou a espera do produto a mais de 30 dias meu tel. 7599207310,0
gostaria de saber o por que os pedidos nao chegam no prazo,0
"produto de primeira linha, super bem embalado, vendedor comunicativo.",1
ainda nao recebi meu pedido e o prazo expirou dia 15/12/2017.gostaria de saber o destino da minha compra.vou ter procurar um profissional para resolver para mim.,0
"na hora da compra nao encontrei especificacoes do material, e agora que chegou achei muito fraco.",0
otimo atendimento. baratheon e seus parceiros de parabens. obrigada.,1
excelente pra quem anda de moto no frio,1
comprei uma pipoqueira e um aspirador 13/02 foram entregues hoje meu relogio comprei no mrsmo dia nessa mesma loja e clock esta com dificuldades na entrega. nao sei que dificuldade e essa,0
excelente...recebi antes do prazo!,1
"o produto poderia ser melhor .os encaixe nao afirma, poderia ser melhor pintado. a entrega veio antes.",0
gostei muito,1
atendimento horrivel,0
produto de boa qualidade,1
produto muito bom de alta qualidade.,1
"fui plenamente atendido,estou satisfeito com a compra.",1
"produto de otima qualidade, ficou perfeita na minha cama. chegou antes do prazo.",1
produto muito bem embalado e entregue dentro do prazo.,1
compro varias vezes da lannister.com. sempre satisfeito,1
a entrega veio pwla metade,0
"comprar na lannister e algo que vale a pena, preco bom, entrega antes do prazo, enfim e bom de mais.",1
foi uma compra muito boa e a entrega me surpreendeu estou muito satisfeita com meu produto,1
"recebi o produto dentro do prazo informado, ainda nao utilizei.",1
bom,0
bom entregou no domingo,1
"produto veio certinho, entrega ate antes do prazo, ameiii",1
muito bom o produto entregue antes do prazo como sempre parabens,1
atendeu nossa espectativas.,1
super adooorei o delineador ele e bem preto e eu smp usei o da mac e serio o da belle angel me surpreendeu pq eu achei que por ser barato iria ser ruim mas nao e ... o unico problema e q ele e pequeno,1
"so nao consegui achar a descricao do produto no site. esperava que as bolsas fossem maiores do que realmente sao, assim atenderiam minha necessidade.",1
o produto nao veio com o m\nual de montagem.,0
gostei muito do relogio. era isso mesmo que eu queria. somente o manual deixa um pouco a desejar.,1
"recebi exatamente o que comprei, no prazo estabelecido. obrigada e recomendo",1
o produto e conforme o esperado. muito bom! recomendo.,1
a loja e muito confiavel e atenciosa.,1
cabo incompativel a prancha nano titanium.,0
entrega realizada dentro do prazo como sempre !,1
o produto que recebi nao foi a cor desejada enviaram foi tapete branco,0
produto entregue dentro do prazo esperado. dentro da normalidade. produto correto. obrigado pela atencao!,1
paguei mais caro e esperei mais tempo pra receber escovas dourada e branca... no fim das contas recebi 2 escovas rosa.,0
produto maravilhoso. .chegou antes que imaginava encomendo,1
muito bom! ajuda muito!,1
muita demora e nenhuma informacao!,0
chegou no prazo certo tudo em perfeitas condicoes so pedi a devolucao do produto porque minha impressora estragou e o mesmo nao teria nenhuma utilidade para mim mas recomendo sim,1
"so nao estou entendendo porque lannister,esta enviando os produtos em dias super alternados,sendo que fiz todos juntos,num so dia....sempre comprei na lannister nao era assim.ainda falta um produt",0
veio tudo certinho e bem antes do prazo determinado.,1
bom vendedor,1
negativo,0
"paguei o frete e tive que retirar no correio, deram desculpas sem acesso. porem aonde moro tem onibus...rua asfaltada e sempre recebo o que compro na internet.",0
"nao gostei da loja, primeira compra e nao entregaram o meu produto.",0
sempre compro a ate entao nao tenho tido problemas.,1
muito bom,1
"recebi apenas 1 unidade solicitada, deveriam ser 2, inclusive foi cobrado e consta na nota fiscal. estou tentando contato com a loja a 4 dias. informam que vao me mandar por email o contato do fornece",0
lindo! e chegou antes do prazo.,1
preciso de uma posicao se o produto vai ser entregue ate o dia 10 ou nao .. se nao vou pedir o extorno,0
nao me entregou no prazo cancelei a compra.,0
o tempo ja expirou e nao recebi o produto!,0
adorei o comedouro,1
muito bom produto,1
quando comprei o produto e paguei envio pensei que fosse receber o mesmo em casa. recebi email mandando que fosse pegar nos correios. nao gostei dessa informacao. fui buscar. foi devilvido.,0
"so fiquei um pouquinho chateada porque o nome impresso ma caneca veio falhadinho... mas era pro meu marido e ele disse que tudo bem daquele jeito.. mas no geral, tudo otimo!",1
chegou antes do prazo,1
o frete deveria ser mais barato.,1
"mochila bonita e bem estilosa, parece ser bem resistente. envio foi bem rapido.",1
"adorei o produto, a embalagem, o cuidado no envio. tudo excelente. recomendo!!",1
"adorei, compro novamente!",1
"o produto e ok, mas veio sem o manual.",1
tudo conforme combinado!! exelente negocio!! recomendo!!!,1
"entrega rapida, profuto devidamente embalado. produto ok e acompanha pilha.",1
"chegou antes do prazo, custo beneficio muito bom!",1
otimo produto! entrega rapida,1
loja entregou antes do esperado,1
"bonita, pratica, porem a tampa da churrasqueira e mais pesada que o corpo e como a trava que para a tampa nao funciona com o peso ela tompa, as alcas da grelha vieram amassadas e tambem sao fracas",0
ainda nao recebi a mercadoria! mas como preciso do produto estou esperando que o problema se resolva.,0
ainda no aguardo da entrega do produto,0
entrega foi super rapida!,1
amei! linda e resistente minva forma de silicone. chegou super rapido.,1
"comprei varias coisas pelo site das lannister, e nunca tive nenhum problema, sequer atrasos. muito bom!!!",1
oitimo praso,1
satisfacao,1
indico,1
chegou antes da data prevista adorei. iraci,1
chegou incrivelmente 20 dias antes do prazo previsto! estou realizadissimo com esta aquisicao.,1
"produtos excelente, otimo perfume, fixador fantastico. chegou super rapido",1
chegou bem antes do prazo,1
"gostei da capinha de celular, veio como eu esperava.",1
muito bom,1
sinceramente comprei uma navalha e um kit tesouras fio navalha da marcar o lista e veio errado o rastreamento do produto indica que veio o kit de tesouras e ao inves venho a navalha queria uma explica,0
"a unica questao que fez com que ele perdesse pontos, foi o fato de ele vir simplesmente embalado em um plastico. sem caixinha ou algo do tipo.",1
"pano muito fino, seria mais digino colocar lencol na descricao do produto",1
o aparelho funciona direitinho tem saudacoes em 8 linguas mas pena que nao tem saudacoes em japones.,1
"recebi o produto correto, porem nao fiquei satisfeita pois o relogio e muito pequeno ate parece de crianca.",1
entraga antes do prazo!! material excelente!!,1
muito bom e recomendo. parabens,1
"comprei uma produto e chegou outro comprei um kit mantimento de 5 pecas e me entregarao uma lixeira e um copo pra por detergente da mesma marca,estou muito decepcionada com erro de vcs...grata. darcy",0
ainda nao instalei! nao consegui a pessoa p isso! obrigada! valeria,1
boa,1
ainda nao recebi o produto e nem a devolucao do dinheiro,0
muito bom,1
recebi produto errado,0
rapida entrega produto de qualidade,1
"so o correio como sempre me deixou um tempo sem uma posicao do produto, o da lannister chegou direito so faltou plastico bolha pra proteger melhor os produtos",1
"produto muito bem embalado,chegou rapido otimo custo beneficio",1
excelente recomendo,1
"fiz meu pedido em fevereiro em fevereiro e ate agr nada, irei correr a traz do meu prejuizo",0
relogio muinto bonito bom custo beneficio recomendo,1
pedido chegou incompleto! aguardando o restante. agradeco,0
"produto entregue dentro do prazo, fornecedor confiavel",1
bom,1
"muito bom, entregou bem antes do prazo!",1
"recebi o produto em perfeito estado,conforme eu precisava e esperava,alem de chegar antes do prazo,super recomendado.",1
muito bom,1
"pensei que os body's fossem de algodao, mas, e um tecido sintetico e a impressao que imaginei ser um silk de qualidade, e uma sublimacao. enfim, tecido ruim. nao deixa a pele respirar. nao recomendo.",0
"comunicacao e respeito com o consumidor. e raro,comprar aqui sempre",1
parabens,1
"comprei um toner samsung, paguei em 04/10/2016 e ate hoje nao recebi.",0
😡😡😡😡😡👎👎👎👎👎 empresa sem compromisso com o cliente,0
gostei muito .,1
so recebi um tapete e comprei 2,0
"produto entregue no prazo, foi entregue corretamente e atendeu as minhas expectativas.",1
"comprei a garrafa termica,e um kit de toalhas de 10 toalhas,porem so chegou a garrafa,ate agora nada das toalhas.......quero muito um retorno por favor",0
"sendo a primeira vez que compra, gostei muito da compra e do prazo de entrega.",1
"solicitei a devolucao do pedido!devido a ter feito outra compra, mas tudo veio certinho no outro pedido!",1
"sempre comprei nas lannister, so que pela quarta vez esta acontecendo atraso na entrega. espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.",0
gostei,1
excelente,1
otima entrega e produto de qualidade.,1
recomendo; sempre fico satisfeito com minhas compras pelo baratheon.,1
entrega a menos de uma semana. o produto e maravilhoso.,1
"voce compra, paga e recebe dentro do prazo. recomendo.",1
foi bom tao de parabens,1
"nao recebi meus produtos porque o endereco estava incorreto, porem na rua so existe um predio.",0
otimo,1
"fiz o pedido de 2 un do mesmo produto, foi enviado em pacotes diferentes, ficando sem rastreio.",0
entrega rapida e o produto e excelente!!,1
otima negociacao.,1
tudo certinho,1
atraso na entrega.,0
perfeitas amei! muito rapida entrega,1
"o produto chegou antes do previsto, em bom estado e correto! parabens! linda a biblia",1
bom,1
"melhor preco e entrega super rapida, sou fregues a muito tempo, loja totalmente confiavel...",1
"nao gostei do produto, e pior que a loja nao da opcao de troca no site, e no contato das lannister nao tem opcao pra falar...",0
produto chegou com as especificacoes e em otimo estado. otima loja,1
produto de boa qualidade e a entrega foi muito antes do prazo!,1
a entrega esta atrasada e sem previsao de quando vai chegar,0
baratheon baratheon eu compro a mais de 20 anos anos baratheon eu nunca tive problema nenhum eu recomendo todas as minhas amigas parabens baratheon,1
"comprei a pelicula para celular e nao recebi. houve problema com o pacote no meio do caminho, abri reclamacao no correio, no site da lannister, e nada foi feito para resolver, nao tive nenhum retorno",0
"tudo certo, entrega rapida e produto de boa qualidade",1
chegou antes do prazo previsto e o produto surpreendeu pela qualidade. muito satisfatorio.,1
o produto foi entregue quebrado. nem foi preciso abrir a embalagem para perceber que o mesmo nao foi embalado corretamente,0
"otimo, indicado!!!",1
deveria ter frete gratis,1
um produto de muita baixa qualidade sem condicoes,0
"entrega rapida, otimo preco loja muito boa.",1
produto de qualidade. conforme a descricao.,1
bom . mais meu ultimo pedido veio errado !,0
esta loja e muito boa nota 1000,1
...sempre recebi minhas encomendas intactas e ate em prazo antecipado!,1
...,1
"o produto era exatamente o que esperava mas fiquei decepcionado com a forma que lidaram com a caixa de transporte. recebi o produto em uma caixa rasgada na lateral, como uma alca improvisada.",1
"uma empresa que cumpre com prazo espero que continuem assim,visando sempre o melhor para os clientes!",1
"nao fazia a menor ideia que toalha social era o mesmo q toalha de mao, aff",0
o produto nao foi entregue!,0
"satisfeito, chegou antes do prazo.",1
produto com defeito!,0
voces me enviaram faltando 3 cortinas. e agora?,0
solicitado jogo americano e foi entregue capa para disco plato.,0
"o carregador e muito bom, carrega em poucos minutos e garante horas de telefone, para carga completa basta pouco mais de 1 hora.",1
recomendo os produtos e o vendedor a todos.,1
a loja mandou bem.obrigado. ronaldo,1
fiquei surpreso com a rapidez da entrega do meu produto chegou bem antes do prazo vcs estao de parabens,1
"produto ainda nao foi entregue, dificil acesso para reclamacoes!! nao recomendo para ninguem e o correio tambem e uma bosta...",0
"total decepcao com a loja de vcs, so quero o meu dinheiro de volta.",0
otimo produto! perfeito! exatamente como descrito. recomendo!,1
otima entrega nao demorou nada!,1
sensacional.,1
"excelente qualidade dos adesivos, entrega super rapida! recomendo para quem deseja deixar o quarto dos filhotes mais divertido e colorido!",1
"tive que buscar o produto em iraja, pois nao tinha a aprovacao de chegar ate o meu endereco",0
excelente qualidade e rapidez,1
desejo que essa amizade de compra e satisfacao perdure,1
satisfeita cm a entrega,1
"minha filha amou, chegou dentro do prazo .",1
produto de otima qualidade e chegou bem antes do prazo previsto de entrega! estou muito satisfeita!,1
recomendo a todos produto otimo chegou antes do prazo,1
entregue em tempo habil...respondeu as minhas expectativas.,1
"veio faltando um rolo de papel de parede. como vou ter nenem na semana que vem, vou querer meu dinheiro de volta, pois nao vai dar tempo de chegar outro rolo caso vcs mandem. eu vou devolver esse",0
"nossa produto veio corretamente, recomendo muito esta loja",1
"igualzinho o da foto, fica lindo, amei",1
muito bom,1
esse produto veio quebrado quero outro,0
"relogio muito bom. botoes, visualizacao mas a pulseira deixa a desejar. marca muito no braco e chega a incomodar. tirando isso, relogio muito bom...",1
super recomendo,1
"comprei 02 jogos de cama conforme consta no pedido e recebi so 01 jogo.quero solucao do problema urgente pois ja paguei a primeira parcela, estou sendo lesada.sou cliente antiga do baratheon .",0
nao gostei pois me deram 20 dias uteis e depois desses 20 dias meu produto nao chegou,0
entrega do produto diferente do solicitado aguardo orientacao para a troca,0
ja comprei varias vezes na lannister nao tinha problema . fui comprar com essa parceira dela nao foi bom negocio pra mim.,0
amei a colcha,1
acho uma loja super competente no que faz.,1
"a montagem esta muito dificil e o produto veio incompleto, esta faltando peca. nao gostei .",0
foi otima toda a negociacao. o produto chegou bem antes do prometido. tudo certo,1
fiz um pedido de dois itens nessa loja e so me entragaram um ate o momento. algo que nao faz sentido pois sao itens complementares e que segundo o site foram expedidos juntos.,0
excelente servico !! todas etapas perfeitas no processo de compra,1
tudo ok,1
"o produto chegou dentro do prazo, excelente atendimento.gostei muito.",1
nao recebi o produto. entao nao tem como avaliar.,0
"demora absurda na entrega do produto, isso e se eu vou receber ele ne",0
comprei 2 produtos no mesmo pedido com os srs 1 chegou falta mais 1 .fiquei surpreso em ver a nota fiscal com um unico produto ja que jogar pedido tem 2 .,1
otima.e otima qualidade de compra e entrega,1
produto nao entregue.,0
produto entregue antes do prazo. recomendo pela agilidade e atendimento.,1
recomendo sempre.,1
"ola, o meu produto chegou dia 31/08, mas ele veio errado, pedi um hd externo da western digital passport x 2tb e veio um inferior da seagate, gostaria de saber como faco para trocar ou devolver, grata",0
mto bom,1
"para mim essa faixa nao funcionou, mais cada caso e um caso",0
"achei o material muito fragil, esperava melhor qualidade do produto. comprei recentemente um produto similar que motivou esta compra, mas infelizmente nao foi o que eu esperava.",1
otima qualidade,1
excelente,1
pessimo,0
"nao recebi os produtos mencionados no e-mail. recebi, como ja disse, uma caixa de papelao vazia, sem nenhum conteudo. como nas outras mensagens que ja enviei, espero que meu problema seja resolvido.",0
"nem todos os parceiros de baratheon sao idoneos como este; estou me incomodando com um purificador de agua marca polar, adquirido atraves o baratheon..............",1
"eu pedi o cancelamento desse produto antes de lancarem a nota fiscal, voces deram continuidade no procedimento e entregaram o produto que infelizmente meu zelador recebeu, mesmo tendo sido orientado",0
"entregue em perfeito estado, dentro do prazo.",1
produto veio diferente do qual apresentado no site,0
o meu pedido ainda nao chegou,0
chegou antes do prazo! obrigado lannister otimo atendimento,1
"o produto e muito bom, foi entregue antes do prazo, excelente vendedor eu recomendo",1
chegou como o esperado,1
"o produto corresponde a descricao, veio embalado direitinho e chegou no prazo.",1
cortina bem simples.,1
lannister e sempre show na entrega. e produto excekente,1
compro sempre nas lojas lannister. recomendo!!!,1
boa noite. solicitei a fronha preta e recebi marrom...,0
chegou rapido e como eu pedi.,1
nao recebi o produto ainda,0
muito bom,1
recebi corretamente.,0
so nao gostei da qualidade do pano da cortinha poderia avisar que e plastico e nao pano,0
"pedido totalmente errado, nao tirei no correios,veio errado o produto tive que ir aos correios,e ja tinha pago o frete(cancelamento total)",0
"comprei dois arranhadores. foi entregue um, porem, o outro foi entregue uns tres dias depois quando me preparava para reclamar.",1
recomendo !!!,1
"ja comprei varios produtos, rapidez, seriedade e qualidade. vou continuar comprando.",1
tudo perfeito como pedi.,1
"a entrega esta demorada (20 dias), comprei 2 produtos e mandaram separado, so recebi 1 deles ate agora. nao consigo saber quando irei e se irei receber meu whey pq os correios ja deram baixa no codigo",0
produto otimo,1
muito bom,1
"oi e como fica o produto,que ate agora nao chegou.",0
a encomenda chegou bem antes do previsto,1
tudo como combinado.. estao de parabens,1
produto entregue dentro do prazo estabelecido e de otima qualidade cumprindo os requisitos especificados no anuncio.,1
recomendo o site e o produto para todos aqueles que estao pensando em adquirir.,1
excelente,1
bom,0
entrega no prazo e meu filho ficou satisfeito!!!,1
compra feita a mais de 10 dias e nao foi entregue ainda,0
pedi reembolso e sem resposta ate momento,0
duvidas:gostaria de saber se esse produto e mesmo original?a principio veio direitinho.,1
"bonito, pulseira confortavel.",1
top,1
otimo,1
recebi o produto antes do prazo determinado pela loja! entrega rapida e tudo certo com o produto!,1
a loja esta de parabens.,1
estou esperando uma resposta da empresa ha dias a respeito do atraso do meu produto!,0
muito bom atendimento! pedido dentro do prazo!,1
chegou antes do prazo,1
muito bom,1
"recebido sem problemas, antes do prazo e conforme anunciado. ainda nao coloquei na esteira pra ver se esta ok ou nao, mas por enquanto esta tudo certo.",1
muito bom.,1
tive um pouco de dificuldade pelo fato do numero da residencia esta incorreto. nos deu tudo certo.,1
bom vendedor,1
"gosto muito desse site, pela primeira vez o produto veio errado, creio que ja estao providenciando a troca.",1
otimo,1
gosto de comprar neste sait fico satifeita e acho que e mais barato que os outros.,1
recomendo a todos,1
"recebido antes do prazo, recomendo.",1
"vendedor confiavel, o pedido chegou no prazo certo, eu recomendo.",1
"otimo produto, valeu a pena.",1
"produto bom, porem frete caro.",1
otima,1
"o jogo de bolas de bilhar que comprei e totalmente diferente do que foi entregue, sendo diferente, a cor, material e diametro da bola. quanto ao recebimento do dinheiro de volta? como devo proceder?",0
entrega antes do previsto. excelente servico.,1
muito bom o produto e a entre!,1
o produto chegou muito rapido e de boa qualidade recomendo o produto,1
"parabens! produto otimo, cumpriu o que eu esperava e chegou bem antes do prazo da entrega.",1
"recebi o produto, a capa e boa, porem a pelicula nao serve, meu aparelho tem a tela curva nas laterais e a pelicula nao acompanha, assim sendo pequena mas vou usada ate a comprar a correta.",1
otimo!,1
nao chegou por problemas nos correios,0
eu recomendo produto muito bom.,1
produto maravilhoso!! entrega antes do prazo.,1
"o produto foi entregue muito antes do prazo, em otimo estado de conservacao",1
produto bem acabado 👍🏻,1
"produto excelente, recomendo. minha bebe tem 2 anos e adorou.",1
essa capa nao encaixa direito. nao consigo trocar.,0
otimo produto. recomendo,1
recebi antes da data combinada.,1
"gostei muito, entrega bem antecipada sem alguma intercorrencia",1
entregue 20 dias antes do prazo,1
"fiquei muito feliz com minha compra, os produtos chegaram bem antes da data prevista fiquei ate surpresa, mercadoria bem embalada e tudo certinho. amei e super recomendo.",1
a entrega ate foi antes do previsto..gostei muito,1
recebi tudo em dia e todos os produtos de boa qualidade!,1
aprovada,1
"so recebi 1 produto, mas comprei 2.",0
. recomendo produto com qualidade prazo de entrega otimo.,1
produto e muito bem acabado e ficou melhor do que eu esperava. recomendo,1
pelo valor ta bom,0
otimo produto e entregue antes do prazo.,1
perfeito,1
comprei a familia incrivel em 26/07/2018 e chegou em casa 31/07/2018... me surpreendi!,1
"produto nao chegou, quando vai fazer a busca com o codigo de rastreio aparece que o produto nao se encontra no fluxo. decepcionado com essa compra, sendo que as demais lojas os produtos sao entregues.",0
sempre compro no baratheon. acho excelente.,1
marreta muiti ruim,1
boa,1
o produto tem otimo acabamento e e ideal para levar refeicao para qualquer lugar sem decepcionar. a entrega ocorreu dentro do prazo previsto e chegou bem acondicionado.,1
como muito custo consegui retirar o produto na agencia dos correios.infelizmente os correios nao fazem as entregas em alguns lugares.a loja nao tem culpa,0
"sao lindos, como na foto!",1
o produto e bom. mas o preco e altissimo...nao e compativel com o beneficio,1
meu produto nao foi entregue como eu vou fazer agora,0
"vendedor honesto, entrega ok. sem queixas!",1
nao chegou o produto poderiam enviar algum e-mail explicando,0
"tudo dentro do prazo, muito bem embalado e delicado... otimo.",1
a loja enviou o produto corretamente. a agilidade tambem foi uma otima caracteristica. podem comprar com a targaryen sem receio.,1
ok,0
"a propaganda desse produto e falsa! a chapinha nao e a original, e uma replica. estou aguardando a resposta para obter meu dinheiro de volta.",0
"produto entregue como esperado, antes do periodo combinado. super recomendo!",1
"o produto veio com um defeito, uma mancha que nao sai. nao tenho tempo de mandar devolver e receber um novo.",0
"vou testar o produto, por enquanto o achei fragil",1
lindo amei recomendo,1
produto correto entregue no prazo.,1
muito boa compra,1
entrega antes do prazo,1
produto entregue no prazo e tudo igual ao do anuncio,1
